Имя,Дата,Ссылка на статью,Краткое описание
віктор янукович,1 грудня 2011,https://www.epravda.com.ua/news/2011/12/1/307729/,No description
волгу,1 грудня 2011,https://www.epravda.com.ua/news/2011/12/1/307729/,No description
дроздовський.за,11 червня 2012,https://www.epravda.com.ua/news/2012/06/11/326052/,No description
олександра шлапака,7 липня 2017,https://www.epravda.com.ua/news/2017/07/7/626862/,No description
юрійлуценко,7 липня 2017,https://www.epravda.com.ua/news/2017/07/7/626862/,No description
адріан лупу,9 червня 2017,https://www.epravda.com.ua/news/2017/06/9/625842/,No description
юрієм столярчуком.12,9 червня 2017,https://www.epravda.com.ua/news/2017/06/9/625842/,No description
юрієм столярчуком,9 червня 2017,https://www.epravda.com.ua/news/2017/06/9/625842/,No description
валерія іващенка,12 листопада 2021,https://www.epravda.com.ua/news/2011/01/28/268598/,No description
анатолієм пришко,12 листопада 2021,https://www.epravda.com.ua/news/2011/01/28/268598/,No description
іващенка,12 листопада 2021,https://www.epravda.com.ua/news/2011/01/28/268598/,No description
сергія міхеєва,12 листопада 2021,https://www.epravda.com.ua/news/2011/01/28/268598/,No description
хосні мубарака,16 вересня 2018,https://www.epravda.com.ua/news/2018/09/16/640636/,No description
гамаля мубараків,16 вересня 2018,https://www.epravda.com.ua/news/2018/09/16/640636/,No description
хосні мубарак,16 вересня 2018,https://www.epravda.com.ua/news/2018/09/16/640636/,No description
дпзку,26 липня 2016,https://www.epravda.com.ua/news/2016/07/26/600357/,No description
валерія томіленкамайже,26 липня 2016,https://www.epravda.com.ua/news/2016/07/26/600357/,No description
томіленко,26 липня 2016,https://www.epravda.com.ua/news/2016/07/26/600357/,No description
геннадій мелікьян,5 лютого 2007,https://www.epravda.com.ua/news/2007/02/5/152803/,No description
мелікьяна,5 лютого 2007,https://www.epravda.com.ua/news/2007/02/5/152803/,No description
епохи офшорівсуд,15 грудня 2010,https://www.epravda.com.ua/news/2011/01/10/265485/,No description
костянтином григоришиним,15 грудня 2010,https://www.epravda.com.ua/news/2011/01/10/265485/,No description
бондаренко.за,20 березня 2014,https://www.epravda.com.ua/news/2014/03/20/429725/,No description
володимир путін,25 травня 2015,https://www.epravda.com.ua/news/2015/05/25/543795/,No description
путін,25 травня 2015,https://www.epravda.com.ua/news/2015/05/25/543795/,No description
ігорю мазепі,25 червня 2024,https://www.epravda.com.ua/news/2024/01/22/709040/,No description
ігоря мазепу,25 червня 2024,https://www.epravda.com.ua/news/2024/01/22/709040/,No description
мазепи.дбр,25 червня 2024,https://www.epravda.com.ua/news/2024/01/22/709040/,No description
ігоря мазепу,25 червня 2024,https://www.epravda.com.ua/news/2024/01/22/709040/,No description
рудьковського,17 листопада 2006,https://www.epravda.com.ua/news/2006/11/17/154320/,No description
рудьковський,17 листопада 2006,https://www.epravda.com.ua/news/2006/11/17/154320/,No description
зеленським,15 вересня 2023,https://www.epravda.com.ua/news/2023/09/15/704359/,No description
ердоганом,15 вересня 2023,https://www.epravda.com.ua/news/2023/09/15/704359/,No description
лавровим14,15 вересня 2023,https://www.epravda.com.ua/news/2023/09/15/704359/,No description
бойко,8 червня 2011,https://www.epravda.com.ua/news/2011/06/8/288490/,No description
вітренко.реклама,7 липня 2014,https://www.epravda.com.ua/news/2014/07/7/474126/,No description
черновецького,14 лютого 2007,https://www.epravda.com.ua/news/2007/02/14/152410/,No description
янукович,2 березня 2014,https://www.epravda.com.ua/news/2014/03/2/423640/,No description
епохи офшорівнефьодов,19 жовтня 2018,https://www.epravda.com.ua/news/2018/10/19/641785/,No description
анжела зуєва.іншу,11 липня 2006,https://www.epravda.com.ua/news/2006/07/11/156049/,No description
міллєр,1 червня 2017,https://www.epravda.com.ua/news/2017/06/1/625568/,No description
яценюка,8 грудня 2015,https://www.epravda.com.ua/news/2015/12/8/571490/,No description
ньомурада,8 грудня 2015,https://www.epravda.com.ua/news/2015/12/8/571490/,No description
леоненко,20 серпня 2010,https://www.epravda.com.ua/news/2010/08/20/245555/,No description
баленко,4 травня 2010,https://www.epravda.com.ua/news/2010/05/4/234507/,No description
тимошенко,14 серпня 2021,https://www.epravda.com.ua/news/2009/01/22/178518/,No description
ніна гаркава,11 вересня 2008,https://www.epravda.com.ua/news/2008/09/11/164689/,No description
тимошенко,11 вересня 2008,https://www.epravda.com.ua/news/2008/09/11/164689/,No description
януковича,8 лютого 2012,https://www.epravda.com.ua/news/2012/02/8/315442/,No description
андрiй портнов,8 лютого 2012,https://www.epravda.com.ua/news/2012/02/8/315442/,No description
бахматюка,6 лютого 2019,https://www.epravda.com.ua/news/2019/02/6/645017/,No description
олега бахматюка.набу,6 лютого 2019,https://www.epravda.com.ua/news/2019/02/6/645017/,No description
алєксєй міллєр,25 жовтня 2007,https://www.epravda.com.ua/news/2007/10/25/144514/,No description
юрій бойко,25 жовтня 2007,https://www.epravda.com.ua/news/2007/10/25/144514/,No description
білл бає,16 лютого 2021,https://www.epravda.com.ua/news/2017/01/19/618065/,No description
діденко,9 липня 2010,https://www.epravda.com.ua/news/2010/07/9/241179/,No description
марина остапенко,9 липня 2010,https://www.epravda.com.ua/news/2010/07/9/241179/,No description
"діденка"".реклама:""це",9 липня 2010,https://www.epravda.com.ua/news/2010/07/9/241179/,No description
валерій хорошковський,9 липня 2010,https://www.epravda.com.ua/news/2010/07/9/241179/,No description
тимошенко,3 жовтня 2008,https://www.epravda.com.ua/news/2008/10/3/165499/,No description
діїу арбузова,21 грудня 2012,https://www.epravda.com.ua/news/2012/12/21/351938/,No description
курченка,27 ноября 2017,https://www.epravda.com.ua/rus/columns/2017/11/27/631573/,No description
общака януковича,27 ноября 2017,https://www.epravda.com.ua/rus/columns/2017/11/27/631573/,No description
уквітніта одеського нпз,27 ноября 2017,https://www.epravda.com.ua/rus/columns/2017/11/27/631573/,No description
антона усова.за,4 травня 2011,https://www.epravda.com.ua/news/2011/05/4/284800/,No description
energoлукашенко,9 червня 2011,https://www.epravda.com.ua/news/2011/06/9/288727/,No description
віталія нікітіна.реклама,15 лютого 2021,https://www.epravda.com.ua/news/2011/01/31/268892/,No description
гривень.нікітін,15 лютого 2021,https://www.epravda.com.ua/news/2011/01/31/268892/,No description
юлія тимошенко.українська,15 лютого 2021,https://www.epravda.com.ua/news/2011/01/31/268892/,No description
марченко.також,10 вересня 2021,https://www.epravda.com.ua/news/2021/09/10/677689/,No description
тимошенко,14 серпня 2021,https://www.epravda.com.ua/news/2009/01/29/179581/,No description
путіна,20 грудня 2023,https://www.epravda.com.ua/news/2023/12/20/707924/,No description
йоганн штробльзаявив,20 грудня 2023,https://www.epravda.com.ua/news/2023/12/20/707924/,No description
віктор янукович,5 березня 2012,https://www.epravda.com.ua/news/2012/03/5/317847/,No description
колесников,23 вересня 2010,https://www.epravda.com.ua/news/2010/09/23/249287/,No description
жозе мануель баррозу,23 вересня 2010,https://www.epravda.com.ua/news/2010/09/23/249287/,No description
віктор янукович,23 вересня 2010,https://www.epravda.com.ua/news/2010/09/23/249287/,No description
каддафі  ,1 грудня 2010,https://www.epravda.com.ua/news/2010/12/1/259941/,No description
каддафі,1 грудня 2010,https://www.epravda.com.ua/news/2010/12/1/259941/,No description
дюмон.і,1 липня 2019,https://www.epravda.com.ua/news/2019/07/1/649217/,No description
андрей бабіш,19 листопада 2019,https://www.epravda.com.ua/news/2019/11/19/653870/,No description
юлія тимошенко,2 жовтня 2007,https://www.epravda.com.ua/news/2007/10/2/145174/,No description
росіїсереда,15 лютого 2021,https://www.epravda.com.ua/news/2012/04/11/321341/,No description
ігор юсуфов,15 лютого 2021,https://www.epravda.com.ua/news/2012/04/11/321341/,No description
олександр медведєвзаявляв,15 лютого 2021,https://www.epravda.com.ua/news/2012/04/11/321341/,No description
коломойському,19 жовтня 2007,https://www.epravda.com.ua/news/2007/10/19/144679/,No description
коломойському,19 жовтня 2007,https://www.epravda.com.ua/news/2007/10/19/144679/,No description
борис фуксман,19 жовтня 2007,https://www.epravda.com.ua/news/2007/10/19/144679/,No description
ігорем коломойським,19 жовтня 2007,https://www.epravda.com.ua/news/2007/10/19/144679/,No description
олександром роднянським,19 жовтня 2007,https://www.epravda.com.ua/news/2007/10/19/144679/,No description
коломойського,19 жовтня 2007,https://www.epravda.com.ua/news/2007/10/19/144679/,No description
коломойським,19 жовтня 2007,https://www.epravda.com.ua/news/2007/10/19/144679/,No description
роберт хабек,9 листопада 2022,https://www.epravda.com.ua/news/2022/11/9/693649/,No description
олафа шольца,9 листопада 2022,https://www.epravda.com.ua/news/2022/11/9/693649/,No description
курченка,9 липня 2013,https://www.epravda.com.ua/news/2013/07/9/384764/,No description
клименка,9 липня 2013,https://www.epravda.com.ua/news/2013/07/9/384764/,No description
курченка,9 липня 2013,https://www.epravda.com.ua/news/2013/07/9/384764/,No description
клименка,9 липня 2013,https://www.epravda.com.ua/news/2013/07/9/384764/,No description
сергія курченка,9 липня 2013,https://www.epravda.com.ua/news/2013/07/9/384764/,No description
олександра клименка,9 липня 2013,https://www.epravda.com.ua/news/2013/07/9/384764/,No description
віктору пшонці,9 липня 2013,https://www.epravda.com.ua/news/2013/07/9/384764/,No description
артур палатний,9 липня 2013,https://www.epravda.com.ua/news/2013/07/9/384764/,No description
андрій путілов,9 липня 2013,https://www.epravda.com.ua/news/2013/07/9/384764/,No description
"сергієм курченком"".реклама:""з",9 липня 2013,https://www.epravda.com.ua/news/2013/07/9/384764/,No description
олександра клименка,9 липня 2013,https://www.epravda.com.ua/news/2013/07/9/384764/,No description
тарас качка,24 вересня 2011,https://www.epravda.com.ua/news/2011/09/24/299311/,No description
він.за,24 вересня 2011,https://www.epravda.com.ua/news/2011/09/24/299311/,No description
андрія клюєва,24 вересня 2011,https://www.epravda.com.ua/news/2011/09/24/299311/,No description
п’ятницький,24 вересня 2011,https://www.epravda.com.ua/news/2011/09/24/299311/,No description
він.як,24 вересня 2011,https://www.epravda.com.ua/news/2011/09/24/299311/,No description
ткачук.реклама,26 березня 2015,https://www.epravda.com.ua/news/2015/03/26/535626/,No description
петро порошенко,26 березня 2015,https://www.epravda.com.ua/news/2015/03/26/535626/,No description
андрій головач,28 березня 2011,https://www.epravda.com.ua/news/2011/03/28/279591/,No description
володимира євтушенкова,1 сентября 2022,https://www.epravda.com.ua/rus/publications/2022/09/1/691027/,No description
наталія микольська,10 вересня 2015,https://www.epravda.com.ua/news/2015/09/10/559181/,No description
микольської,10 вересня 2015,https://www.epravda.com.ua/news/2015/09/10/559181/,No description
павла клімкіна,10 вересня 2015,https://www.epravda.com.ua/news/2015/09/10/559181/,No description
арсеній яценюк,10 вересня 2015,https://www.epravda.com.ua/news/2015/09/10/559181/,No description
саакашвілі,9 грудня 2015,https://www.epravda.com.ua/news/2015/12/9/571589/,No description
микола щуриков.реклама,9 грудня 2015,https://www.epravda.com.ua/news/2015/12/9/571589/,No description
саакашвілі,9 грудня 2015,https://www.epravda.com.ua/news/2015/12/9/571589/,No description
дмитра мазепина,9 грудня 2015,https://www.epravda.com.ua/news/2015/12/9/571589/,No description
саакашвілі,9 грудня 2015,https://www.epravda.com.ua/news/2015/12/9/571589/,No description
арсенія яценюка,9 грудня 2015,https://www.epravda.com.ua/news/2015/12/9/571589/,No description
саакашвілі,9 грудня 2015,https://www.epravda.com.ua/news/2015/12/9/571589/,No description
мартиненка,9 грудня 2015,https://www.epravda.com.ua/news/2015/12/9/571589/,No description
давида сакварелідзе,9 грудня 2015,https://www.epravda.com.ua/news/2015/12/9/571589/,No description
яценюкав,9 грудня 2015,https://www.epravda.com.ua/news/2015/12/9/571589/,No description
ілон маск,9 липня 2022,https://www.epravda.com.ua/news/2022/07/9/689032/,No description
маск,9 липня 2022,https://www.epravda.com.ua/news/2022/07/9/689032/,No description
маск,9 липня 2022,https://www.epravda.com.ua/news/2022/07/9/689032/,No description
маска,9 липня 2022,https://www.epravda.com.ua/news/2022/07/9/689032/,No description
брет тейлор,9 липня 2022,https://www.epravda.com.ua/news/2022/07/9/689032/,No description
ілону маску twitter,9 липня 2022,https://www.epravda.com.ua/news/2022/07/9/689032/,No description
ілон,9 липня 2022,https://www.epravda.com.ua/news/2022/07/9/689032/,No description
андрія шевчишина,8 грудня 2008,https://www.epravda.com.ua/news/2008/12/8/171882/,No description
іраком,30 листопада 2011,https://www.epravda.com.ua/news/2011/11/30/307565/,No description
"ярослав железняк""за",17 липня 2024,https://www.epravda.com.ua/news/2024/07/17/716775/,No description
віталія шабуніна,17 липня 2024,https://www.epravda.com.ua/news/2024/07/17/716775/,No description
дмитро сенниченко.за,11 грудня 2020,https://www.epravda.com.ua/news/2020/12/11/669082/,No description
арсеній яценюк,11 грудня 2014,https://www.epravda.com.ua/news/2014/12/11/512293/,No description
олексій гончарук,11 вересня 2019,https://www.epravda.com.ua/news/2019/09/11/651525/,No description
рон ван роден,11 вересня 2019,https://www.epravda.com.ua/news/2019/09/11/651525/,No description
рон ван роден.за,11 вересня 2019,https://www.epravda.com.ua/news/2019/09/11/651525/,No description
бен шеллі,25 вересня 2014,https://www.epravda.com.ua/news/2014/09/25/493782/,No description
ерік холдер,25 вересня 2014,https://www.epravda.com.ua/news/2014/09/25/493782/,No description
шмигаля,11 травня 2021,https://www.epravda.com.ua/news/2021/05/11/673718/,No description
александр колесниченкофото,26 августа 2024,https://www.epravda.com.ua/rus/publications/2024/08/26/718447/,No description
олег сыдоряка,26 августа 2024,https://www.epravda.com.ua/rus/publications/2024/08/26/718447/,No description
белінського,24 серпня 2023,https://www.epravda.com.ua/news/2023/08/24/703557/,No description
-дмитро дєнков,29 серпня 2022,https://www.epravda.com.ua/publications/2022/08/29/690916/,No description
роман кравецьфото,29 серпня 2022,https://www.epravda.com.ua/publications/2022/08/29/690916/,No description
дмитра ларіна,29 серпня 2022,https://www.epravda.com.ua/publications/2022/08/29/690916/,No description
тимошенко,13 вересня 2007,https://www.epravda.com.ua/news/2007/09/13/145629/,No description
юлії тимошенко,13 вересня 2007,https://www.epravda.com.ua/news/2007/09/13/145629/,No description
тимошенко,13 вересня 2007,https://www.epravda.com.ua/news/2007/09/13/145629/,No description
пр.пр,13 вересня 2007,https://www.epravda.com.ua/news/2007/09/13/145629/,No description
тимошенко,13 вересня 2007,https://www.epravda.com.ua/news/2007/09/13/145629/,No description
-олександр колесніченкоколаж,7 серпня 2024,https://www.epravda.com.ua/publications/2024/08/7/717665/,No description
андрій калістратенко23166,7 серпня 2024,https://www.epravda.com.ua/publications/2024/08/7/717665/,No description
остапчук,7 серпня 2024,https://www.epravda.com.ua/publications/2024/08/7/717665/,No description
остапчук,7 серпня 2024,https://www.epravda.com.ua/publications/2024/08/7/717665/,No description
він.до,7 серпня 2024,https://www.epravda.com.ua/publications/2024/08/7/717665/,No description
бізнес?олександр кірпічовгенеральний,7 серпня 2024,https://www.epravda.com.ua/publications/2024/08/7/717665/,No description
крістін лагард,22 червня 2018,https://www.epravda.com.ua/news/2018/06/22/638056/,No description
маурісіо макрі,22 червня 2018,https://www.epravda.com.ua/news/2018/06/22/638056/,No description
крістіна фернандес де кіршнер.читайте,22 червня 2018,https://www.epravda.com.ua/news/2018/06/22/638056/,No description
тимошенко,7 липня 2008,https://www.epravda.com.ua/news/2008/07/7/162824/,No description
бізнес?олександр кірпічовгенеральний,11 лютого 2022,https://www.epravda.com.ua/publications/2020/04/9/659182/,No description
він.на,12 червня 2013,https://www.epravda.com.ua/news/2013/06/12/379688/,No description
едуард ставицький,12 червня 2013,https://www.epravda.com.ua/news/2013/06/12/379688/,No description
олег проскуряковреклама,12 червня 2013,https://www.epravda.com.ua/news/2013/06/12/379688/,No description
сhevron,12 червня 2013,https://www.epravda.com.ua/news/2013/06/12/379688/,No description
павло клімкін,15 грудня 2014,https://www.epravda.com.ua/news/2014/12/15/513007/,No description
рікардо пуліті,15 грудня 2014,https://www.epravda.com.ua/news/2014/12/15/513007/,No description
ігор,15 грудня 2014,https://www.epravda.com.ua/news/2014/12/15/513007/,No description
арсеній яценюк,15 грудня 2014,https://www.epravda.com.ua/news/2014/12/15/513007/,No description
вернер хойер,15 грудня 2014,https://www.epravda.com.ua/news/2014/12/15/513007/,No description
даніель обайтек,7 листопада 2024,https://www.epravda.com.ua/news/2023/04/5/698795/,No description
мартиненка,30 листопада 2016,https://www.epravda.com.ua/news/2016/11/30/612822/,No description
марчука,30 листопада 2016,https://www.epravda.com.ua/news/2016/11/30/612822/,No description
миколою мартиненком,30 листопада 2016,https://www.epravda.com.ua/news/2016/11/30/612822/,No description
віталія,30 листопада 2016,https://www.epravda.com.ua/news/2016/11/30/612822/,No description
ілони собко,30 листопада 2016,https://www.epravda.com.ua/news/2016/11/30/612822/,No description
віктором януковичем,17 листопада 2015,https://www.epravda.com.ua/news/2015/11/17/567783/,No description
януковича,17 листопада 2015,https://www.epravda.com.ua/news/2015/11/17/567783/,No description
янукович,17 листопада 2015,https://www.epravda.com.ua/news/2015/11/17/567783/,No description
абромавичуса,8 грудня 2015,https://www.epravda.com.ua/news/2016/01/19/577314/,No description
юрій бойченко,19 серпня 2014,https://www.epravda.com.ua/news/2014/08/19/484237/,No description
гпу.гпу,19 серпня 2014,https://www.epravda.com.ua/news/2014/08/19/484237/,No description
тарас кузьмич,22 лютого 2022,https://www.epravda.com.ua/news/2021/01/6/669776/,No description
путін,30 грудня 2021,https://www.epravda.com.ua/news/2021/12/30/681091/,No description
лукашенко,30 грудня 2021,https://www.epravda.com.ua/news/2021/12/30/681091/,No description
гігантом.реклама,1 червня 2012,https://www.epravda.com.ua/news/2012/06/1/325240/,No description
литва,1 червня 2012,https://www.epravda.com.ua/news/2012/06/1/325240/,No description
шелкова,21 червня 2024,https://www.epravda.com.ua/news/2024/04/4/712032/,No description
він.за,10 вересня 2009,https://www.epravda.com.ua/news/2009/09/10/207091/,No description
підгребельного,10 вересня 2009,https://www.epravda.com.ua/news/2009/09/10/207091/,No description
гончармихайло гончар,5 грудня 2013,https://www.epravda.com.ua/columns/2013/12/5/407043/,No description
юрія бойка,5 грудня 2013,https://www.epravda.com.ua/columns/2013/12/5/407043/,No description
кисельов,5 грудня 2013,https://www.epravda.com.ua/columns/2013/12/5/407043/,No description
володимир путін,5 грудня 2013,https://www.epravda.com.ua/columns/2013/12/5/407043/,No description
росію.за,5 грудня 2013,https://www.epravda.com.ua/columns/2013/12/5/407043/,No description
днями.віктор янукович,5 грудня 2013,https://www.epravda.com.ua/columns/2013/12/5/407043/,No description
володимир путін,5 грудня 2013,https://www.epravda.com.ua/columns/2013/12/5/407043/,No description
улюкаєву,12 червня 2015,https://www.epravda.com.ua/news/2015/06/12/546639/,No description
павло клімкін,12 червня 2015,https://www.epravda.com.ua/news/2015/06/12/546639/,No description
андрій нестеренко,28 лютого 2022,https://www.epravda.com.ua/news/2020/04/27/659832/,No description
олексій петі.реклама,28 лютого 2022,https://www.epravda.com.ua/news/2020/04/27/659832/,No description
януковича,6 лютого 2016,https://www.epravda.com.ua/news/2016/02/6/580280/,No description
віталій касько,6 лютого 2016,https://www.epravda.com.ua/news/2016/02/6/580280/,No description
януковича,6 лютого 2016,https://www.epravda.com.ua/news/2016/02/6/580280/,No description
касько,6 лютого 2016,https://www.epravda.com.ua/news/2016/02/6/580280/,No description
кку.кривопішин,11 листопада 2019,https://www.epravda.com.ua/news/2019/11/11/653582/,No description
олексія кривопішина,11 листопада 2019,https://www.epravda.com.ua/news/2019/11/11/653582/,No description
кривопишин,11 листопада 2019,https://www.epravda.com.ua/news/2019/11/11/653582/,No description
кривопішина,11 листопада 2019,https://www.epravda.com.ua/news/2019/11/11/653582/,No description
володимира козака.згодом,11 листопада 2019,https://www.epravda.com.ua/news/2019/11/11/653582/,No description
володимиру тягульському,11 листопада 2019,https://www.epravda.com.ua/news/2019/11/11/653582/,No description
діїзеленський,25 лютого 2022,https://www.epravda.com.ua/news/2021/04/29/673495/,No description
володимир зеленський,25 лютого 2022,https://www.epravda.com.ua/news/2021/04/29/673495/,No description
лазорко,25 травня 2016,https://www.epravda.com.ua/news/2016/05/25/593875/,No description
лазорку,25 травня 2016,https://www.epravda.com.ua/news/2016/05/25/593875/,No description
ігоря коломойського.як,25 травня 2016,https://www.epravda.com.ua/news/2016/05/25/593875/,No description
винниченкоанна винниченко,11 февраля 2016,https://www.epravda.com.ua/rus/columns/2016/02/11/581034/,No description
станіслава шишкова,13 лютого 2013,https://www.epravda.com.ua/news/2013/02/13/361299/,No description
димінський,30 вересня 2010,https://www.epravda.com.ua/news/2010/09/30/250241/,No description
епохи офшорівєбрр,24 серпня 2018,https://www.epravda.com.ua/news/2018/08/24/639895/,No description
ахметова,31 березня 2011,https://www.epravda.com.ua/news/2011/03/31/280489/,No description
едуарда соколовського,31 березня 2011,https://www.epravda.com.ua/news/2011/03/31/280489/,No description
суд.про,31 березня 2011,https://www.epravda.com.ua/news/2011/03/31/280489/,No description
едуарда соколовського.разом,31 березня 2011,https://www.epravda.com.ua/news/2011/03/31/280489/,No description
азаров,29 серпня 2011,https://www.epravda.com.ua/news/2011/08/29/296300/,No description
володимиру путіну,29 серпня 2011,https://www.epravda.com.ua/news/2011/08/29/296300/,No description
азарова,29 серпня 2011,https://www.epravda.com.ua/news/2011/08/29/296300/,No description
азаров,29 серпня 2011,https://www.epravda.com.ua/news/2011/08/29/296300/,No description
азарова,29 серпня 2011,https://www.epravda.com.ua/news/2011/08/29/296300/,No description
валентина семенюк,13 вересня 2006,https://www.epravda.com.ua/news/2006/09/13/155273/,No description
томас візер,1 липня 2011,https://www.epravda.com.ua/news/2011/07/1/290569/,No description
георгіосом,1 липня 2011,https://www.epravda.com.ua/news/2011/07/1/290569/,No description
надходять.тимошенко,30 вересня 2009,https://www.epravda.com.ua/news/2009/09/30/209421/,No description
тимошенко,30 вересня 2009,https://www.epravda.com.ua/news/2009/09/30/209421/,No description
аваль,7 червня 2010,https://www.epravda.com.ua/news/2010/06/7/237565/,No description
андрія геруса.за,7 червня 2010,https://www.epravda.com.ua/news/2010/06/7/237565/,No description
ірану аятола алі хаменеї,19 лютого 2015,https://www.epravda.com.ua/news/2015/02/19/529084/,No description
іран,19 лютого 2015,https://www.epravda.com.ua/news/2015/02/19/529084/,No description
ірану,19 лютого 2015,https://www.epravda.com.ua/news/2015/02/19/529084/,No description
прем'єр.він,23 лютого 2022,https://www.epravda.com.ua/news/2010/04/26/233892/,No description
"немає"".путін",23 лютого 2022,https://www.epravda.com.ua/news/2010/04/26/233892/,No description
лiтакiв.сп,16 травня 2011,https://www.epravda.com.ua/news/2011/05/16/285919/,No description
олександр рубанов.зі,19 листопада 2013,https://www.epravda.com.ua/news/2013/11/19/404392/,No description
віктор несін,19 листопада 2013,https://www.epravda.com.ua/news/2013/11/19/404392/,No description
кононенко,8 лютого 2016,https://www.epravda.com.ua/news/2016/02/8/580562/,No description
мартиненко,8 лютого 2016,https://www.epravda.com.ua/news/2016/02/8/580562/,No description
григоришина,8 лютого 2016,https://www.epravda.com.ua/news/2016/02/8/580562/,No description
він.при,7 листопада 2024,https://www.epravda.com.ua/news/2008/01/14/142586/,No description
ієн боуг,7 листопада 2024,https://www.epravda.com.ua/news/2008/01/14/142586/,No description
він.при,7 листопада 2024,https://www.epravda.com.ua/news/2008/01/14/142586/,No description
віктор ющенко,29 жовтня 2008,https://www.epravda.com.ua/news/2008/10/29/167290/,No description
лех качинський,29 жовтня 2008,https://www.epravda.com.ua/news/2008/10/29/167290/,No description
режим.ющенко,29 жовтня 2008,https://www.epravda.com.ua/news/2008/10/29/167290/,No description
олексій міллер,22 червня 2012,https://www.epravda.com.ua/news/2012/06/22/327381/,No description
пмеф міллер,22 червня 2012,https://www.epravda.com.ua/news/2012/06/22/327381/,No description
наталія кацер,26 липня 2019,https://www.epravda.com.ua/news/2019/07/26/650016/,No description
бучковська,26 липня 2019,https://www.epravda.com.ua/news/2019/07/26/650016/,No description
ап,26 липня 2019,https://www.epravda.com.ua/news/2019/07/26/650016/,No description
бізнес?олександр кірпічовгенеральний,6 лютого 2007,https://www.epravda.com.ua/publications/2007/02/6/152742/,No description
річарда бренсона,9 февраля 2022,https://www.epravda.com.ua/rus/columns/2022/02/9/682212/,No description
авіахаб tnt,9 февраля 2022,https://www.epravda.com.ua/rus/columns/2022/02/9/682212/,No description
біл франке,9 февраля 2022,https://www.epravda.com.ua/rus/columns/2022/02/9/682212/,No description
кропачева,13 вересня 2018,https://www.epravda.com.ua/news/2018/09/13/640563/,No description
ігор гуменюк,13 вересня 2018,https://www.epravda.com.ua/news/2018/09/13/640563/,No description
олександра януковича.за,13 вересня 2018,https://www.epravda.com.ua/news/2018/09/13/640563/,No description
віталія трубарова,13 вересня 2018,https://www.epravda.com.ua/news/2018/09/13/640563/,No description
віталій,13 вересня 2018,https://www.epravda.com.ua/news/2018/09/13/640563/,No description
кропачева,13 вересня 2018,https://www.epravda.com.ua/news/2018/09/13/640563/,No description
ігоря кононенка.дмитро рясний,13 вересня 2018,https://www.epravda.com.ua/news/2018/09/13/640563/,No description
семінського,22 лютого 2012,https://www.epravda.com.ua/news/2012/02/22/316620/,No description
василь фаринник.у,22 лютого 2012,https://www.epravda.com.ua/news/2012/02/22/316620/,No description
коломієць,1 лютого 2008,https://www.epravda.com.ua/news/2008/02/1/157385/,No description
соколовського,2 грудня 2010,https://www.epravda.com.ua/news/2010/12/2/260201/,No description
твелу,15 вересня 2011,https://www.epravda.com.ua/news/2011/09/15/298205/,No description
твел,15 вересня 2011,https://www.epravda.com.ua/news/2011/09/15/298205/,No description
іван дибов,15 вересня 2011,https://www.epravda.com.ua/news/2011/09/15/298205/,No description
германом сметаніним,29 грудня 2023,https://www.epravda.com.ua/news/2023/12/29/708247/,No description
яценюк,1 березня 2007,https://www.epravda.com.ua/news/2007/03/1/151803/,No description
chartsсталева мріягазова,6 вересня 2023,https://www.epravda.com.ua/news/2023/09/6/703976/,No description
олександра рябченка,1 березня 2010,https://www.epravda.com.ua/news/2010/03/1/228464/,No description
володимир,7 листопада 2024,https://www.epravda.com.ua/news/2021/04/2/672609/,No description
барель,21 серпня 2008,https://www.epravda.com.ua/news/2008/08/21/164180/,No description
john hancock life insurance co,1 жовтня 2018,https://www.epravda.com.ua/news/2018/10/1/641142/,No description
білл гейтс,1 жовтня 2018,https://www.epravda.com.ua/news/2018/10/1/641142/,No description
віталій трубаров.так,14 березня 2019,https://www.epravda.com.ua/news/2019/03/14/646087/,No description
насіров,2 березня 2017,https://www.epravda.com.ua/news/2017/04/14/623866/,No description
філіп морріс,12 липня 2019,https://www.epravda.com.ua/news/2019/07/12/649613/,No description
брендс інк,12 липня 2019,https://www.epravda.com.ua/news/2019/07/12/649613/,No description
він.при,24 грудня 2009,https://www.epravda.com.ua/news/2009/12/24/222047/,No description
intel,4 серпня 2022,https://www.epravda.com.ua/news/2022/08/4/690029/,No description
intel,4 серпня 2022,https://www.epravda.com.ua/news/2022/08/4/690029/,No description
рим,4 серпня 2022,https://www.epravda.com.ua/news/2022/08/4/690029/,No description
утес).ніна южаніна,17 апреля 2018,https://www.epravda.com.ua/rus/publications/2018/04/17/636087/,No description
кличка,4 листопада 2016,https://www.epravda.com.ua/news/2016/11/4/610128/,No description
марина остапенко,13 вересня 2007,https://www.epravda.com.ua/news/2007/09/13/145631/,No description
остапенко,13 вересня 2007,https://www.epravda.com.ua/news/2007/09/13/145631/,No description
остапенко,13 вересня 2007,https://www.epravda.com.ua/news/2007/09/13/145631/,No description
ігор коломойський,14 липня 2020,https://www.epravda.com.ua/news/2020/07/14/662911/,No description
геннадій боголюбов,14 липня 2020,https://www.epravda.com.ua/news/2020/07/14/662911/,No description
порошенка,14 липня 2020,https://www.epravda.com.ua/news/2020/07/14/662911/,No description
ігоря гладковського,14 липня 2020,https://www.epravda.com.ua/news/2020/07/14/662911/,No description
